institution_id,criterion,value,category_type,category,criterion_cat,n_true,p_true,p_rank
15,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",19,0.5135135135135135,15
16,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",16,0.43243243243243246,30
17,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",20,0.5405405405405406,12
18,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",18,0.4864864864864865,20
19,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",17,0.4594594594594595,25
20,inclusion,0,sub,hopeful_words,"    ""Inclusion""    ",20,0.5405405405405406,13
21,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",14,0.3783783783783784,38
22,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",21,0.5675675675675675,6
23,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",15,0.40540540540540543,33
24,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",19,0.5135135135135135,16
25,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",18,0.4864864864864865,21
26,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",10,0.2702702702702703,52
27,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",26,0.7027027027027027,1
28,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",17,0.4594594594594595,26
29,inclusion,0,sub,hopeful_words,"    ""Inclusion""    ",11,0.2972972972972973,50
30,inclusion,0,sub,hopeful_words,"    ""Inclusion""    ",13,0.35135135135135137,44
31,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",21,0.5675675675675675,7
32,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",15,0.40540540540540543,34
33,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",25,0.6756756756756757,2
34,inclusion,0,sub,hopeful_words,"    ""Inclusion""    ",9,0.24324324324324326,54
35,inclusion,0,sub,hopeful_words,"    ""Inclusion""    ",8,0.21621621621621623,55
36,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",19,0.5135135135135135,17
37,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",16,0.43243243243243246,31
38,inclusion,0,sub,hopeful_words,"    ""Inclusion""    ",18,0.4864864864864865,22
39,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",12,0.32432432432432434,49
40,inclusion,0,sub,hopeful_words,"    ""Inclusion""    ",13,0.35135135135135137,45
41,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",17,0.4594594594594595,27
42,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",19,0.5135135135135135,18
43,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",21,0.5675675675675675,8
44,inclusion,0,sub,hopeful_words,"    ""Inclusion""    ",19,0.5135135135135135,19
45,inclusion,0,sub,hopeful_words,"    ""Inclusion""    ",7,0.1891891891891892,56
46,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",15,0.40540540540540543,35
47,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",14,0.3783783783783784,39
48,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",21,0.5675675675675675,9
49,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",13,0.35135135135135137,46
50,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",17,0.4594594594594595,28
51,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",18,0.4864864864864865,23
52,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",21,0.5675675675675675,10
53,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",18,0.4864864864864865,24
54,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",13,0.35135135135135137,47
55,inclusion,0,sub,hopeful_words,"    ""Inclusion""    ",13,0.35135135135135137,48
56,inclusion,1,sub,hopeful_words,"    ""Inclusion""    ",14,0.3783783783783784,40
1,justice,1,sub,hopeful_words,"    ""Justice""    ",24,0.6486486486486487,3
2,justice,1,sub,hopeful_words,"    ""Justice""    ",14,0.3783783783783784,36
3,justice,1,sub,hopeful_words,"    ""Justice""    ",13,0.35135135135135137,41
4,justice,0,sub,hopeful_words,"    ""Justice""    ",9,0.24324324324324326,53
5,justice,1,sub,hopeful_words,"    ""Justice""    ",16,0.43243243243243246,29
6,justice,0,sub,hopeful_words,"    ""Justice""    ",23,0.6216216216216216,4
7,justice,1,sub,hopeful_words,"    ""Justice""    ",13,0.35135135135135137,42
8,justice,0,sub,hopeful_words,"    ""Justice""    ",15,0.40540540540540543,32
9,justice,0,sub,hopeful_words,"    ""Justice""    ",19,0.5135135135135135,14
10,justice,1,sub,hopeful_words,"    ""Justice""    ",10,0.2702702702702703,51
11,justice,0,sub,hopeful_words,"    ""Justice""    ",13,0.35135135135135137,43
12,justice,1,sub,hopeful_words,"    ""Justice""    ",20,0.5405405405405406,11
13,justice,1,sub,hopeful_words,"    ""Justice""    ",22,0.5945945945945946,5
14,justice,1,sub,hopeful_words,"    ""Justice""    ",14,0.3783783783783784,37
15,justice,1,sub,hopeful_words,"    ""Justice""    ",19,0.5135135135135135,15
16,justice,0,sub,hopeful_words,"    ""Justice""    ",16,0.43243243243243246,30
17,justice,1,sub,hopeful_words,"    ""Justice""    ",20,0.5405405405405406,12
18,justice,1,sub,hopeful_words,"    ""Justice""    ",18,0.4864864864864865,20
19,justice,0,sub,hopeful_words,"    ""Justice""    ",17,0.4594594594594595,25
20,justice,1,sub,hopeful_words,"    ""Justice""    ",20,0.5405405405405406,13
21,justice,0,sub,hopeful_words,"    ""Justice""    ",14,0.3783783783783784,38
22,justice,1,sub,hopeful_words,"    ""Justice""    ",21,0.5675675675675675,6
23,justice,1,sub,hopeful_words,"    ""Justice""    ",15,0.40540540540540543,33
24,justice,1,sub,hopeful_words,"    ""Justice""    ",19,0.5135135135135135,16
25,justice,1,sub,hopeful_words,"    ""Justice""    ",18,0.4864864864864865,21
26,justice,0,sub,hopeful_words,"    ""Justice""    ",10,0.2702702702702703,52
27,justice,1,sub,hopeful_words,"    ""Justice""    ",26,0.7027027027027027,1
28,justice,0,sub,hopeful_words,"    ""Justice""    ",17,0.4594594594594595,26
29,justice,0,sub,hopeful_words,"    ""Justice""    ",11,0.2972972972972973,50
30,justice,1,sub,hopeful_words,"    ""Justice""    ",13,0.35135135135135137,44
31,justice,1,sub,hopeful_words,"    ""Justice""    ",21,0.5675675675675675,7
32,justice,1,sub,hopeful_words,"    ""Justice""    ",15,0.40540540540540543,34
33,justice,1,sub,hopeful_words,"    ""Justice""    ",25,0.6756756756756757,2
34,justice,0,sub,hopeful_words,"    ""Justice""    ",9,0.24324324324324326,54
35,justice,0,sub,hopeful_words,"    ""Justice""    ",8,0.21621621621621623,55
36,justice,0,sub,hopeful_words,"    ""Justice""    ",19,0.5135135135135135,17
37,justice,0,sub,hopeful_words,"    ""Justice""    ",16,0.43243243243243246,31
38,justice,0,sub,hopeful_words,"    ""Justice""    ",18,0.4864864864864865,22
39,justice,1,sub,hopeful_words,"    ""Justice""    ",12,0.32432432432432434,49
40,justice,0,sub,hopeful_words,"    ""Justice""    ",13,0.35135135135135137,45
41,justice,1,sub,hopeful_words,"    ""Justice""    ",17,0.4594594594594595,27
42,justice,0,sub,hopeful_words,"    ""Justice""    ",19,0.5135135135135135,18
43,justice,0,sub,hopeful_words,"    ""Justice""    ",21,0.5675675675675675,8
44,justice,0,sub,hopeful_words,"    ""Justice""    ",19,0.5135135135135135,19
45,justice,0,sub,hopeful_words,"    ""Justice""    ",7,0.1891891891891892,56
46,justice,1,sub,hopeful_words,"    ""Justice""    ",15,0.40540540540540543,35
47,justice,0,sub,hopeful_words,"    ""Justice""    ",14,0.3783783783783784,39
48,justice,1,sub,hopeful_words,"    ""Justice""    ",21,0.5675675675675675,9
49,justice,0,sub,hopeful_words,"    ""Justice""    ",13,0.35135135135135137,46
50,justice,0,sub,hopeful_words,"    ""Justice""    ",17,0.4594594594594595,28
51,justice,1,sub,hopeful_words,"    ""Justice""    ",18,0.4864864864864865,23
52,justice,1,sub,hopeful_words,"    ""Justice""    ",21,0.5675675675675675,10
53,justice,0,sub,hopeful_words,"    ""Justice""    ",18,0.4864864864864865,24
54,justice,1,sub,hopeful_words,"    ""Justice""    ",13,0.35135135135135137,47
55,justice,0,sub,hopeful_words,"    ""Justice""    ",13,0.35135135135135137,48
56,justice,0,sub,hopeful_words,"    ""Justice""    ",14,0.3783783783783784,40
1,diversity,1,sub,hopeful_words,"    ""Diversity""    ",24,0.6486486486486487,3
2,diversity,0,sub,hopeful_words,"    ""Diversity""    ",14,0.3783783783783784,36
3,diversity,0,sub,hopeful_words,"    ""Diversity""    ",13,0.35135135135135137,41
4,diversity,0,sub,hopeful_words,"    ""Diversity""    ",9,0.24324324324324326,53
5,diversity,1,sub,hopeful_words,"    ""Diversity""    ",16,0.43243243243243246,29
6,diversity,1,sub,hopeful_words,"    ""Diversity""    ",23,0.6216216216216216,4
7,diversity,1,sub,hopeful_words,"    ""Diversity""    ",13,0.35135135135135137,42
8,diversity,1,sub,hopeful_words,"    ""Diversity""    ",15,0.40540540540540543,32
9,diversity,1,sub,hopeful_words,"    ""Diversity""    ",19,0.5135135135135135,14
10,diversity,0,sub,hopeful_words,"    ""Diversity""    ",10,0.2702702702702703,51
11,diversity,0,sub,hopeful_words,"    ""Diversity""    ",13,0.35135135135135137,43
12,diversity,1,sub,hopeful_words,"    ""Diversity""    ",20,0.5405405405405406,11
13,diversity,1,sub,hopeful_words,"    ""Diversity""    ",22,0.5945945945945946,5
14,diversity,1,sub,hopeful_words,"    ""Diversity""    ",14,0.3783783783783784,37
15,diversity,1,sub,hopeful_words,"    ""Diversity""    ",19,0.5135135135135135,15
16,diversity,1,sub,hopeful_words,"    ""Diversity""    ",16,0.43243243243243246,30
17,diversity,0,sub,hopeful_words,"    ""Diversity""    ",20,0.5405405405405406,12
18,diversity,0,sub,hopeful_words,"    ""Diversity""    ",18,0.4864864864864865,20
19,diversity,1,sub,hopeful_words,"    ""Diversity""    ",17,0.4594594594594595,25
20,diversity,0,sub,hopeful_words,"    ""Diversity""    ",20,0.5405405405405406,13
21,diversity,1,sub,hopeful_words,"    ""Diversity""    ",14,0.3783783783783784,38
22,diversity,0,sub,hopeful_words,"    ""Diversity""    ",21,0.5675675675675675,6
23,diversity,1,sub,hopeful_words,"    ""Diversity""    ",15,0.40540540540540543,33
24,diversity,1,sub,hopeful_words,"    ""Diversity""    ",19,0.5135135135135135,16
25,diversity,1,sub,hopeful_words,"    ""Diversity""    ",18,0.4864864864864865,21
26,diversity,0,sub,hopeful_words,"    ""Diversity""    ",10,0.2702702702702703,52
27,diversity,0,sub,hopeful_words,"    ""Diversity""    ",26,0.7027027027027027,1
28,diversity,1,sub,hopeful_words,"    ""Diversity""    ",17,0.4594594594594595,26
29,diversity,0,sub,hopeful_words,"    ""Diversity""    ",11,0.2972972972972973,50
30,diversity,0,sub,hopeful_words,"    ""Diversity""    ",13,0.35135135135135137,44
31,diversity,1,sub,hopeful_words,"    ""Diversity""    ",21,0.5675675675675675,7
32,diversity,1,sub,hopeful_words,"    ""Diversity""    ",15,0.40540540540540543,34
33,diversity,1,sub,hopeful_words,"    ""Diversity""    ",25,0.6756756756756757,2
34,diversity,0,sub,hopeful_words,"    ""Diversity""    ",9,0.24324324324324326,54
35,diversity,0,sub,hopeful_words,"    ""Diversity""    ",8,0.21621621621621623,55
36,diversity,1,sub,hopeful_words,"    ""Diversity""    ",19,0.5135135135135135,17
37,diversity,1,sub,hopeful_words,"    ""Diversity""    ",16,0.43243243243243246,31
38,diversity,0,sub,hopeful_words,"    ""Diversity""    ",18,0.4864864864864865,22
39,diversity,1,sub,hopeful_words,"    ""Diversity""    ",12,0.32432432432432434,49
40,diversity,0,sub,hopeful_words,"    ""Diversity""    ",13,0.35135135135135137,45
41,diversity,1,sub,hopeful_words,"    ""Diversity""    ",17,0.4594594594594595,27
42,diversity,1,sub,hopeful_words,"    ""Diversity""    ",19,0.5135135135135135,18
43,diversity,1,sub,hopeful_words,"    ""Diversity""    ",21,0.5675675675675675,8
44,diversity,0,sub,hopeful_words,"    ""Diversity""    ",19,0.5135135135135135,19
45,diversity,0,sub,hopeful_words,"    ""Diversity""    ",7,0.1891891891891892,56
46,diversity,1,sub,hopeful_words,"    ""Diversity""    ",15,0.40540540540540543,35
47,diversity,1,sub,hopeful_words,"    ""Diversity""    ",14,0.3783783783783784,39
48,diversity,1,sub,hopeful_words,"    ""Diversity""    ",21,0.5675675675675675,9
49,diversity,0,sub,hopeful_words,"    ""Diversity""    ",13,0.35135135135135137,46
50,diversity,1,sub,hopeful_words,"    ""Diversity""    ",17,0.4594594594594595,28
51,diversity,1,sub,hopeful_words,"    ""Diversity""    ",18,0.4864864864864865,23
52,diversity,1,sub,hopeful_words,"    ""Diversity""    ",21,0.5675675675675675,10
53,diversity,1,sub,hopeful_words,"    ""Diversity""    ",18,0.4864864864864865,24
54,diversity,0,sub,hopeful_words,"    ""Diversity""    ",13,0.35135135135135137,47
55,diversity,0,sub,hopeful_words,"    ""Diversity""    ",13,0.35135135135135137,48
56,diversity,0,sub,hopeful_words,"    ""Diversity""    ",14,0.3783783783783784,40
1,solidarity,1,sub,hopeful_words,"    ""Solidarity""    ",24,0.6486486486486487,3
2,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",14,0.3783783783783784,36
3,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",13,0.35135135135135137,41
4,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",9,0.24324324324324326,53
5,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",16,0.43243243243243246,29
6,solidarity,1,sub,hopeful_words,"    ""Solidarity""    ",23,0.6216216216216216,4
7,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",13,0.35135135135135137,42
8,solidarity,1,sub,hopeful_words,"    ""Solidarity""    ",15,0.40540540540540543,32
9,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",19,0.5135135135135135,14
10,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",10,0.2702702702702703,51
11,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",13,0.35135135135135137,43
12,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",20,0.5405405405405406,11
13,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",22,0.5945945945945946,5
14,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",14,0.3783783783783784,37
15,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",19,0.5135135135135135,15
16,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",16,0.43243243243243246,30
17,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",20,0.5405405405405406,12
18,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",18,0.4864864864864865,20
19,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",17,0.4594594594594595,25
20,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",20,0.5405405405405406,13
21,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",14,0.3783783783783784,38
22,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",21,0.5675675675675675,6
23,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",15,0.40540540540540543,33
24,solidarity,1,sub,hopeful_words,"    ""Solidarity""    ",19,0.5135135135135135,16
25,solidarity,1,sub,hopeful_words,"    ""Solidarity""    ",18,0.4864864864864865,21
26,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",10,0.2702702702702703,52
27,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",26,0.7027027027027027,1
28,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",17,0.4594594594594595,26
29,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",11,0.2972972972972973,50
30,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",13,0.35135135135135137,44
31,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",21,0.5675675675675675,7
32,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",15,0.40540540540540543,34
33,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",25,0.6756756756756757,2
34,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",9,0.24324324324324326,54
35,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",8,0.21621621621621623,55
36,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",19,0.5135135135135135,17
37,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",16,0.43243243243243246,31
38,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",18,0.4864864864864865,22
39,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",12,0.32432432432432434,49
40,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",13,0.35135135135135137,45
41,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",17,0.4594594594594595,27
42,solidarity,1,sub,hopeful_words,"    ""Solidarity""    ",19,0.5135135135135135,18
43,solidarity,1,sub,hopeful_words,"    ""Solidarity""    ",21,0.5675675675675675,8
44,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",19,0.5135135135135135,19
45,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",7,0.1891891891891892,56
46,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",15,0.40540540540540543,35
47,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",14,0.3783783783783784,39
48,solidarity,1,sub,hopeful_words,"    ""Solidarity""    ",21,0.5675675675675675,9
49,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",13,0.35135135135135137,46
50,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",17,0.4594594594594595,28
51,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",18,0.4864864864864865,23
52,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",21,0.5675675675675675,10
53,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",18,0.4864864864864865,24
54,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",13,0.35135135135135137,47
55,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",13,0.35135135135135137,48
56,solidarity,0,sub,hopeful_words,"    ""Solidarity""    ",14,0.3783783783783784,40
1,equality,1,sub,hopeful_words,"    ""Equality""    ",24,0.6486486486486487,3
2,equality,0,sub,hopeful_words,"    ""Equality""    ",14,0.3783783783783784,36
3,equality,0,sub,hopeful_words,"    ""Equality""    ",13,0.35135135135135137,41
4,equality,0,sub,hopeful_words,"    ""Equality""    ",9,0.24324324324324326,53
5,equality,0,sub,hopeful_words,"    ""Equality""    ",16,0.43243243243243246,29
6,equality,0,sub,hopeful_words,"    ""Equality""    ",23,0.6216216216216216,4
7,equality,0,sub,hopeful_words,"    ""Equality""    ",13,0.35135135135135137,42
8,equality,0,sub,hopeful_words,"    ""Equality""    ",15,0.40540540540540543,32
9,equality,0,sub,hopeful_words,"    ""Equality""    ",19,0.5135135135135135,14
10,equality,0,sub,hopeful_words,"    ""Equality""    ",10,0.2702702702702703,51
11,equality,0,sub,hopeful_words,"    ""Equality""    ",13,0.35135135135135137,43
12,equality,1,sub,hopeful_words,"    ""Equality""    ",20,0.5405405405405406,11
13,equality,0,sub,hopeful_words,"    ""Equality""    ",22,0.5945945945945946,5
14,equality,1,sub,hopeful_words,"    ""Equality""    ",14,0.3783783783783784,37
15,equality,0,sub,hopeful_words,"    ""Equality""    ",19,0.5135135135135135,15
16,equality,0,sub,hopeful_words,"    ""Equality""    ",16,0.43243243243243246,30
17,equality,1,sub,hopeful_words,"    ""Equality""    ",20,0.5405405405405406,12
18,equality,0,sub,hopeful_words,"    ""Equality""    ",18,0.4864864864864865,20
19,equality,0,sub,hopeful_words,"    ""Equality""    ",17,0.4594594594594595,25
20,equality,1,sub,hopeful_words,"    ""Equality""    ",20,0.5405405405405406,13
21,equality,0,sub,hopeful_words,"    ""Equality""    ",14,0.3783783783783784,38
22,equality,0,sub,hopeful_words,"    ""Equality""    ",21,0.5675675675675675,6
23,equality,0,sub,hopeful_words,"    ""Equality""    ",15,0.40540540540540543,33
24,equality,0,sub,hopeful_words,"    ""Equality""    ",19,0.5135135135135135,16
25,equality,0,sub,hopeful_words,"    ""Equality""    ",18,0.4864864864864865,21
26,equality,0,sub,hopeful_words,"    ""Equality""    ",10,0.2702702702702703,52
27,equality,0,sub,hopeful_words,"    ""Equality""    ",26,0.7027027027027027,1
28,equality,0,sub,hopeful_words,"    ""Equality""    ",17,0.4594594594594595,26
29,equality,0,sub,hopeful_words,"    ""Equality""    ",11,0.2972972972972973,50
30,equality,0,sub,hopeful_words,"    ""Equality""    ",13,0.35135135135135137,44
31,equality,0,sub,hopeful_words,"    ""Equality""    ",21,0.5675675675675675,7
32,equality,0,sub,hopeful_words,"    ""Equality""    ",15,0.40540540540540543,34
33,equality,0,sub,hopeful_words,"    ""Equality""    ",25,0.6756756756756757,2
34,equality,0,sub,hopeful_words,"    ""Equality""    ",9,0.24324324324324326,54
35,equality,0,sub,hopeful_words,"    ""Equality""    ",8,0.21621621621621623,55
36,equality,0,sub,hopeful_words,"    ""Equality""    ",19,0.5135135135135135,17
37,equality,0,sub,hopeful_words,"    ""Equality""    ",16,0.43243243243243246,31
38,equality,0,sub,hopeful_words,"    ""Equality""    ",18,0.4864864864864865,22
39,equality,0,sub,hopeful_words,"    ""Equality""    ",12,0.32432432432432434,49
40,equality,0,sub,hopeful_words,"    ""Equality""    ",13,0.35135135135135137,45
41,equality,0,sub,hopeful_words,"    ""Equality""    ",17,0.4594594594594595,27
42,equality,0,sub,hopeful_words,"    ""Equality""    ",19,0.5135135135135135,18
43,equality,0,sub,hopeful_words,"    ""Equality""    ",21,0.5675675675675675,8
44,equality,0,sub,hopeful_words,"    ""Equality""    ",19,0.5135135135135135,19
45,equality,0,sub,hopeful_words,"    ""Equality""    ",7,0.1891891891891892,56
46,equality,0,sub,hopeful_words,"    ""Equality""    ",15,0.40540540540540543,35
47,equality,0,sub,hopeful_words,"    ""Equality""    ",14,0.3783783783783784,39
48,equality,0,sub,hopeful_words,"    ""Equality""    ",21,0.5675675675675675,9
49,equality,0,sub,hopeful_words,"    ""Equality""    ",13,0.35135135135135137,46
50,equality,0,sub,hopeful_words,"    ""Equality""    ",17,0.4594594594594595,28
51,equality,0,sub,hopeful_words,"    ""Equality""    ",18,0.4864864864864865,23
52,equality,0,sub,hopeful_words,"    ""Equality""    ",21,0.5675675675675675,10
53,equality,1,sub,hopeful_words,"    ""Equality""    ",18,0.4864864864864865,24
54,equality,0,sub,hopeful_words,"    ""Equality""    ",13,0.35135135135135137,47
55,equality,0,sub,hopeful_words,"    ""Equality""    ",13,0.35135135135135137,48
56,equality,0,sub,hopeful_words,"    ""Equality""    ",14,0.3783783783783784,40
1,equity,1,sub,hopeful_words,"    ""Equity""    ",24,0.6486486486486487,3
2,equity,1,sub,hopeful_words,"    ""Equity""    ",14,0.3783783783783784,36
3,equity,0,sub,hopeful_words,"    ""Equity""    ",13,0.35135135135135137,41
4,equity,0,sub,hopeful_words,"    ""Equity""    ",9,0.24324324324324326,53
5,equity,1,sub,hopeful_words,"    ""Equity""    ",16,0.43243243243243246,29
6,equity,1,sub,hopeful_words,"    ""Equity""    ",23,0.6216216216216216,4
7,equity,1,sub,hopeful_words,"    ""Equity""    ",13,0.35135135135135137,42
8,equity,0,sub,hopeful_words,"    ""Equity""    ",15,0.40540540540540543,32
9,equity,1,sub,hopeful_words,"    ""Equity""    ",19,0.5135135135135135,14
10,equity,0,sub,hopeful_words,"    ""Equity""    ",10,0.2702702702702703,51
11,equity,0,sub,hopeful_words,"    ""Equity""    ",13,0.35135135135135137,43
12,equity,1,sub,hopeful_words,"    ""Equity""    ",20,0.5405405405405406,11
13,equity,0,sub,hopeful_words,"    ""Equity""    ",22,0.5945945945945946,5
14,equity,0,sub,hopeful_words,"    ""Equity""    ",14,0.3783783783783784,37
15,equity,1,sub,hopeful_words,"    ""Equity""    ",19,0.5135135135135135,15
16,equity,1,sub,hopeful_words,"    ""Equity""    ",16,0.43243243243243246,30
17,equity,0,sub,hopeful_words,"    ""Equity""    ",20,0.5405405405405406,12
18,equity,1,sub,hopeful_words,"    ""Equity""    ",18,0.4864864864864865,20
19,equity,1,sub,hopeful_words,"    ""Equity""    ",17,0.4594594594594595,25
20,equity,1,sub,hopeful_words,"    ""Equity""    ",20,0.5405405405405406,13
21,equity,1,sub,hopeful_words,"    ""Equity""    ",14,0.3783783783783784,38
22,equity,1,sub,hopeful_words,"    ""Equity""    ",21,0.5675675675675675,6
23,equity,1,sub,hopeful_words,"    ""Equity""    ",15,0.40540540540540543,33
24,equity,1,sub,hopeful_words,"    ""Equity""    ",19,0.5135135135135135,16
25,equity,1,sub,hopeful_words,"    ""Equity""    ",18,0.4864864864864865,21
26,equity,0,sub,hopeful_words,"    ""Equity""    ",10,0.2702702702702703,52
27,equity,1,sub,hopeful_words,"    ""Equity""    ",26,0.7027027027027027,1
28,equity,1,sub,hopeful_words,"    ""Equity""    ",17,0.4594594594594595,26
29,equity,0,sub,hopeful_words,"    ""Equity""    ",11,0.2972972972972973,50
30,equity,0,sub,hopeful_words,"    ""Equity""    ",13,0.35135135135135137,44
31,equity,0,sub,hopeful_words,"    ""Equity""    ",21,0.5675675675675675,7
32,equity,1,sub,hopeful_words,"    ""Equity""    ",15,0.40540540540540543,34
33,equity,0,sub,hopeful_words,"    ""Equity""    ",25,0.6756756756756757,2
34,equity,0,sub,hopeful_words,"    ""Equity""    ",9,0.24324324324324326,54
35,equity,1,sub,hopeful_words,"    ""Equity""    ",8,0.21621621621621623,55
36,equity,1,sub,hopeful_words,"    ""Equity""    ",19,0.5135135135135135,17
37,equity,1,sub,hopeful_words,"    ""Equity""    ",16,0.43243243243243246,31
38,equity,0,sub,hopeful_words,"    ""Equity""    ",18,0.4864864864864865,22
39,equity,1,sub,hopeful_words,"    ""Equity""    ",12,0.32432432432432434,49
40,equity,0,sub,hopeful_words,"    ""Equity""    ",13,0.35135135135135137,45
41,equity,1,sub,hopeful_words,"    ""Equity""    ",17,0.4594594594594595,27
42,equity,0,sub,hopeful_words,"    ""Equity""    ",19,0.5135135135135135,18
43,equity,0,sub,hopeful_words,"    ""Equity""    ",21,0.5675675675675675,8
44,equity,0,sub,hopeful_words,"    ""Equity""    ",19,0.5135135135135135,19
45,equity,0,sub,hopeful_words,"    ""Equity""    ",7,0.1891891891891892,56
46,equity,0,sub,hopeful_words,"    ""Equity""    ",15,0.40540540540540543,35
47,equity,1,sub,hopeful_words,"    ""Equity""    ",14,0.3783783783783784,39
48,equity,1,sub,hopeful_words,"    ""Equity""    ",21,0.5675675675675675,9
49,equity,0,sub,hopeful_words,"    ""Equity""    ",13,0.35135135135135137,46
50,equity,1,sub,hopeful_words,"    ""Equity""    ",17,0.4594594594594595,28
51,equity,1,sub,hopeful_words,"    ""Equity""    ",18,0.4864864864864865,23
52,equity,1,sub,hopeful_words,"    ""Equity""    ",21,0.5675675675675675,10
53,equity,1,sub,hopeful_words,"    ""Equity""    ",18,0.4864864864864865,24
54,equity,1,sub,hopeful_words,"    ""Equity""    ",13,0.35135135135135137,47
55,equity,0,sub,hopeful_words,"    ""Equity""    ",13,0.35135135135135137,48
56,equity,1,sub,hopeful_words,"    ""Equity""    ",14,0.3783783783783784,40
1,support,1,sub,hopeful_words,"    ""Support""    ",24,0.6486486486486487,3
2,support,1,sub,hopeful_words,"    ""Support""    ",14,0.3783783783783784,36
3,support,0,sub,hopeful_words,"    ""Support""    ",13,0.35135135135135137,41
4,support,0,sub,hopeful_words,"    ""Support""    ",9,0.24324324324324326,53
5,support,1,sub,hopeful_words,"    ""Support""    ",16,0.43243243243243246,29
6,support,0,sub,hopeful_words,"    ""Support""    ",23,0.6216216216216216,4
